"","plot","NDRE1","NDRE2","NDRE3","NDRE4","NDVI5","NDRE6","NDRE7"
"271",8271,0.112612693116347,0.187064579745593,0.14041057556302,0.292660866160322,0.314085115009381,0.23590054515997,0.16723088867317
"272",8272,0.187220501338248,0.322930598280988,0.301478915209649,0.415173738286952,0.372394534323886,0.203102512002272,0.171555634516449
"273",8273,0.141762258808174,0.241032259053981,0.208774734505526,0.354923989296136,0.349880815955325,0.207620617100293,0.152042312011296
"274",8274,0.167499028082594,0.285595986333509,0.260796925584151,0.410102489214601,0.388032135297106,0.233808234780213,0.182096803758983
"275",8275,0.166334666253201,0.28400804441473,0.267948969795899,0.391549541977393,0.357814452528929,0.198234316073743,0.155735875519407
"276",8276,0.192367151813583,0.313212236465314,0.300379719711075,0.428081855048328,0.376330645773586,0.220656376492485,0.17439692300164
"277",8277,0.166446554193099,0.273783040371963,0.251654711291566,0.395481900762717,0.378921357870308,0.234360909897861,0.161198232325571
"278",8278,0.180550033861041,0.29958969819282,0.297915079829988,0.432122185710865,0.410160690709542,0.258126605357744,0.142016657093032
"279",8279,0.15502661339169,0.267964401288105,0.258711439276153,0.409196416383408,0.362484961635816,0.199007473281815,0.156834921102819
"280",8280,0.186597932016356,0.314609039392531,0.290849260388553,0.413999981113122,0.332550315173642,0.190311006521128,0.179425113662863
"281",8281,0.167995757065721,0.287510014394707,0.268196578815431,0.414971470909627,0.397613507901217,0.273495348505207,0.158791301962286
"282",8282,0.161539934341635,0.275237806060618,0.249105207946312,0.392658203460221,0.366836820087332,0.229046995327296,0.164662698132676
"283",8283,0.200369050309408,0.338046103244049,0.336633883448801,0.440756459581143,0.352772342593704,0.191649122372652,0.179379523433897
"284",8284,0.152591987879106,0.259401558006669,0.240897835183941,0.392153075843625,0.364053353217958,0.198479324359318,0.148142744197586
"285",8285,0.186160374595091,0.319810300620394,0.322479479897257,0.442281006289034,0.393016605736172,0.239577902825288,0.176547876161046
"286",8286,0.160836507791287,0.28714544540805,0.272947660386818,0.411086588838866,0.357524537583659,0.202465750224911,0.167745016854313
"287",8287,0.116629507017172,0.213163223687737,0.171307405559613,0.344952656041704,0.363300047561737,0.23998018543772,0.161474442088145
"288",8288,0.163085298474961,0.286943091561964,0.268243681235639,0.407948136581296,0.364875329193491,0.218662461461745,0.177748256463231
"289",8289,0.160779342081529,0.280123092898266,0.256487043103488,0.381552802189281,0.363504142164101,0.229144262646589,0.158575666726399
"290",8290,0.126161458258352,0.221063236644031,0.179326252475108,0.324165542160457,0.346979691566644,0.250853603535541,0.16422481365693
"291",8291,0.154527287662982,0.270318719251591,0.263658251206235,0.40029571552188,0.375660430628419,0.233131556158255,0.162080267258154
"292",8292,0.150404887599972,0.26212116310941,0.235574387051431,0.377369986502222,0.344137299106249,0.201827148146857,0.160134124257971
"293",8293,0.140776106306908,0.255693963949709,0.226730593168586,0.359283238749227,0.335928834562225,0.195750933748379,0.158490959006323
"294",8294,0.141694523160239,0.254212406550225,0.238744197270998,0.372402956690284,0.364792539315393,0.223758057230973,0.15892527143409
"295",8295,0.13324410972161,0.245466601079813,0.225246415436886,0.358899031313836,0.359800283337372,0.218526998244252,0.156346878829217
"296",8296,0.102174614361773,0.183140173607525,0.136510591709692,0.3155385941349,0.366883426010754,0.259699001104389,0.154867107086138
"297",8297,0.156224262604423,0.280342784248423,0.263656753474352,0.387903957799899,0.3830539453263,0.245532489841185,0.165968079633726
"298",8298,0.137584642618214,0.243354669142018,0.216830269426704,0.347795770591865,0.359730616963691,0.227827410328759,0.173200943119349
"299",8299,0.109329585343031,0.201114086291114,0.158597059963245,0.30885724466175,0.346478092713532,0.248642145890021,0.155347528532725
"300",8300,0.136259232932158,0.237181777516374,0.206341644482299,0.343348969875379,0.349720108006269,0.248979977653831,0.14348761533365
"301",8301,0.108774485447681,0.197954697960575,0.15355798769236,0.278916079715323,0.291727806768315,0.183787509574488,0.140038711948012
"302",8302,0.142191352051633,0.258819245130272,0.221670814395486,0.332476973795567,0.310489294645812,0.190309869491453,0.160159018861096
"303",8303,0.135177537588184,0.243133857044998,0.200199396779027,0.31602322193784,0.305600409719972,0.188191627359561,0.155982216037187
"304",8304,0.13153107697107,0.236691007172361,0.200860015021293,0.317284500524215,0.320493054901034,0.191808805416982,0.150673866951896
"305",8305,0.154358686579901,0.273708198368833,0.256813954724311,0.37148794114044,0.359892264669719,0.228346385135164,0.129504804270939
"306",8306,0.148704936163847,0.265753290525375,0.2371584716972,0.343436481734813,0.318574186782907,0.175787162454812,0.157723848050367
"307",8307,0.150009234794174,0.275709657481116,0.25703090487116,0.357748560882998,0.322262160316883,0.176274943997818,0.155962627191594
"308",8308,0.120246254782613,0.229004368122866,0.18776122340529,0.296445873347982,0.312705940209969,0.189590519344551,0.149607069665135
"309",8309,0.16108682242464,0.289064726728564,0.261008875464493,0.35677068435529,0.330072247551796,0.203142519146165,0.171280711692403
"310",8310,0.169526297210407,0.310225855197979,0.273363692807654,0.351076637687463,0.302115131228422,0.175547490554204,0.168571356000154
"311",8311,0.167629615781016,0.305188242389459,0.281322506945167,0.355652306015547,0.319869931724221,0.184307449978907,0.171769712525163
"312",8312,0.153859919154332,0.285254661295096,0.251252116053914,0.317832990070177,0.277198691987416,0.177392842503545,0.17384879086322
"313",8313,0.156192920622053,0.284420817763565,0.244646918072126,0.31529384336581,0.292061431590409,0.20346299226056,0.16621016085245
"314",8314,0.168079878354277,0.301071490016044,0.282416592761929,0.367220714900418,0.330208412224606,0.194341120265195,0.151649979601412
"315",8315,0.128362813390466,0.23324541135793,0.179645358488792,0.285626887808338,0.302199629858139,0.207684735495856,0.153014804763644
"316",8316,0.146878888918927,0.268427066385685,0.21987968861482,0.334444385439783,0.314563833174121,0.182468105321976,0.146916256154707
"317",8317,0.126287512727908,0.230727338638495,0.169934822587104,0.28009468028288,0.283098917318905,0.175164416250565,0.1471785221205
"318",8318,0.148300672000883,0.261310054147233,0.223315234255452,0.345388221397919,0.33386442481398,0.221378726654942,0.160874667372259
"319",8319,0.158170279261557,0.280572042066221,0.228728447573253,0.279219087000566,0.243678400650671,0.146181776448935,0.142803045288082
"320",8320,0.144217500960635,0.261132805918825,0.210696047197024,0.263885094860627,0.229604381830881,0.152113731976161,0.139804724630483
"321",8321,0.189018518550388,0.336209997240551,0.298037788292042,0.332686813073003,0.252822784787572,0.152062136409794,0.141895753018963
"322",8322,0.173882109161593,0.312876444568797,0.285698381639221,0.348379054212345,0.259195620280845,0.154417099953478,0.150763061669181
"323",8323,0.174284899637242,0.307548441623888,0.286348408246376,0.348792925389251,0.275834292735176,0.167456183556359,0.156209333682673
"324",8324,0.183526322230907,0.318568705390326,0.300514884246856,0.374097606147172,0.330032484054502,0.206451907687623,0.153017511058156
"325",8325,0.133613655500512,0.241306813494944,0.219765972599528,0.342814989234326,0.325063396328287,0.210106261793404,0.150498834899757
"326",8326,0.160384946179841,0.284917672654784,0.253294237591183,0.345044759862605,0.309011161610973,0.177307362351768,0.159694551601354
"327",8327,0.147669611310816,0.257898653379433,0.211349911047036,0.310606344442934,0.293922094176382,0.182706827493227,0.150215436108949
"328",8328,0.14413578653807,0.262371894170451,0.230766451156307,0.322699157852646,0.298760784127039,0.171490497017932,0.1559509319503
"329",8329,0.179931721970157,0.309151066778052,0.281543049787709,0.364646388299965,0.320632214771435,0.179251466223442,0.168301051722547
"330",8330,0.192006507654207,0.330396296383451,0.306217859700086,0.386416596723616,0.333724269012924,0.188492448801142,0.162884819838463
"331",8331,0.151222708912872,0.265095455155487,0.233232894905636,0.335792059087724,0.307327873488697,0.180966526723748,0.157810187525728
"332",8332,0.165837738047071,0.289900794892747,0.253127152043265,0.343814869642304,0.310576732475408,0.172285668563491,0.152910896300908
"333",8333,0.180458226972813,0.304407773033212,0.283372861643355,0.37468276230415,0.329845698303453,0.18559612053745,0.149666540461059
"334",8334,0.183186091038307,0.314341373116499,0.297108183022228,0.382844838550455,0.327587231218011,0.156228613397595,0.155269558525633
"335",8335,0.191197880994276,0.33257940697996,0.318828937756321,0.382125077112797,0.315854024173992,0.173419650859175,0.165555278719277
"336",8336,0.155309991366117,0.279692877202872,0.255414921263952,0.347820090353623,0.31381508909413,0.200677726385652,0.146305259284269
"337",8337,0.138773276567212,0.234589122572104,0.198439762172868,0.322026990289103,0.321842346611854,0.203844583403952,0.146239421804458
"338",8338,0.200023637036137,0.328098237092143,0.306624122916276,0.391108241752312,0.353647400496728,0.215738961307416,0.155821964863606
"339",8339,0.142330068275312,0.239914020959978,0.201000537393397,0.332406915438035,0.327082211144013,0.20959800947002,0.142906351608676
"340",8340,0.178553603546963,0.301078378458554,0.277040749473312,0.381616668250129,0.337569518404685,0.178529166587659,0.159303567762571
"341",8341,0.180081164312137,0.312946346996777,0.289107940288192,0.392641900685419,0.346131788250934,0.193376924170144,0.144763406730486
"342",8342,0.174131116704131,0.297973844463888,0.283087797784209,0.388579390762479,0.331416182421739,0.178004519313748,0.159290001114179
"343",8343,0.193045286396825,0.32759738464096,0.309865551011085,0.400753832944544,0.33391881316136,0.167910720030121,0.164647111701015
"344",8344,0.152871717129096,0.267519147116947,0.242896019326737,0.371171884313731,0.338256207615129,0.208083273743714,0.137173563996437
"345",8345,0.197474103407405,0.329644385640424,0.311265247920161,0.41598671643369,0.358339475745366,0.200703582331285,0.173032999446879
"346",8346,0.168309678710369,0.275031601300851,0.237340269175384,0.34813239106828,0.319834327115459,0.224195901733471,0.15065397891634
"347",8347,0.193675251062739,0.317107906450805,0.292097602573129,0.375013171686021,0.329970897929578,0.181629809217618,0.181567968826972
"348",8348,0.168548117984101,0.276895015802425,0.237220134945456,0.352996952353678,0.32424277766868,0.203876864876774,0.148807737522708
"349",8349,0.210934180954059,0.347813156415797,0.342066704293547,0.419779379039227,0.352159418097606,0.207016371267706,0.1610882417068
"350",8350,0.182362626126921,0.306783195796789,0.282522450971822,0.392573365025665,0.352935931366965,0.215602583890905,0.137098363648576
"351",8351,0.163970481959865,0.283398603477998,0.2769266372049,0.399377846502978,0.362673853366197,0.225409244645032,0.146455047386202
"352",8352,0.204716708748467,0.333385695934791,0.308647893478349,0.416376143639486,0.370455968068198,0.244109298369785,0.147621842718632
"353",8353,0.183260272533792,0.301586916416718,0.286088424549092,0.406164435170745,0.366888695420303,0.205615909277606,0.162190506165605
"354",8354,0.184061221811972,0.299969298656924,0.266954340297146,0.380204486370509,0.358693704362376,0.205198768755102,0.158190342328474
