"","plot","NDVI1","NDVI2","NDVI3","NDVI4","NDVI5","NDVI6"
"314",7314,0.29773496405973,0.458975926955597,0.439543698140852,0.567720698960033,0.537502261050904,0.328855761191834
"315",7315,0.377092740300127,0.580480450407485,0.538721592793327,0.649026871450116,0.619505015306157,0.330869891640754
"316",7316,0.455891032097224,0.673538301135664,0.656797909302557,0.737630441692683,0.672957171584988,0.30782792525717
"317",7317,0.418287890392412,0.615439043345385,0.582979176028077,0.709279739130813,0.585679205427052,0.297081809852904
"318",7318,0.513569570440259,0.734901140651215,0.716183677812893,0.774351804060299,0.693353945551678,0.321697596558141
"319",7319,0.298495593105582,0.486626189665736,0.52620881349485,0.645882748520221,0.60066620020599,0.319481961570573
"320",7320,0.407575586136785,0.601963190565922,0.597111048856671,0.665153106720576,0.619098708580863,0.287751300718406
"321",7321,0.273285343449408,0.429249499714083,0.449858093836716,0.568176339807435,0.536225317777457,0.308139015076458
"322",7322,0.379460710021368,0.59406127502747,0.553194812730789,0.632282335196806,0.56087535051889,0.292078298676698
"323",7323,0.382631945341021,0.560634561217999,0.53900174160928,0.62334356149047,0.584550299642784,0.288820733524927
"324",7324,0.333818046764548,0.496599872839101,0.459017364753358,0.5458305619663,0.563080985662766,0.305009443283136
"325",7325,0.298224058063981,0.4185079402305,0.358596349187135,0.471387602768024,0.471474239893758,0.314913401106627
"326",7326,0.292059027625372,0.43777368674293,0.414790864181331,0.500828191989323,0.496571005801442,0.313334063821643
"327",7327,0.262781785432142,0.366680828655318,0.345820203876916,0.433466459612715,0.425204674843423,0.326392586957221
"328",7328,0.296640895739474,0.370149496496092,0.317414407918967,0.445292549329695,0.44740979731716,0.34628738169147
"329",7329,0.213755207138031,0.276441856863012,0.251807303991031,0.339084271599498,0.38660010899122,0.341727844494082
"330",7330,0.230951232838259,0.272187646714079,0.25205378889223,0.339528446273927,0.3541634170958,0.285031654771255
"331",7331,0.209554507717951,0.257958391447861,0.252134745456552,0.324337454987276,0.371353081642164,0.289436709744105
"332",7332,0.245424095533712,0.317948678479393,0.289823989434547,0.346482746797994,0.374170486373548,0.28157893543906
"333",7333,0.198850605095325,0.251289295691338,0.232204570425549,0.292041561759527,0.354272979375627,0.294553337269689
"334",7334,0.230476218857419,0.293749314602724,0.280101861916767,0.342914161604864,0.352766331418067,0.263047548319022
"335",7335,0.208698096270157,0.273194216153848,0.277399587688676,0.355659114560428,0.384266153445194,0.304300685655326
